timestamp,x
2013-12-31T00:00:00.0,-103.90205861988713
2014-03-31T00:00:00.0,-74.69888017862026
2014-06-30T00:00:00.0,-29.802359037776988
2014-09-30T00:00:00.0,-3.8334641888284935
2014-12-31T00:00:00.0,37.52639728299229
2015-03-31T00:00:00.0,59.483373193393916
2015-06-30T00:00:00.0,78.65395390622714
2015-09-30T00:00:00.0,96.66528837435939
2015-12-31T00:00:00.0,107.12912580844186
2016-03-31T00:00:00.0,129.45637235093386
2016-06-30T00:00:00.0,131.86443593763903
2016-09-30T00:00:00.0,132.03655511391884
2016-12-31T00:00:00.0,144.52511624402376
2017-03-31T00:00:00.0,151.31311894438164
2017-06-30T00:00:00.0,175.57129749634223
2017-09-30T00:00:00.0,182.63900423089177
2017-12-31T00:00:00.0,189.32476671505208
2018-03-31T00:00:00.0,196.85676444095287
2018-06-30T00:00:00.0,211.8444124492174
2018-09-30T00:00:00.0,202.39023378955372
2018-12-31T00:00:00.0,189.5278316674256
2019-03-31T00:00:00.0,174.05740684523474
2019-06-30T00:00:00.0,155.3842671942568
2019-09-30T00:00:00.0,136.31202887732016
2019-12-31T00:00:00.0,118.53171604814109
2020-03-31T00:00:00.0,96.74585567093371
2020-06-30T00:00:00.0,77.5075020834334
